personId,中文名,职业,出生日期,外文名,国籍,出生地,代表作品,星座,主要成就,身高,:LABEL
p155,石田百合子,演员、配音、随笔作家,1969年10月3日,石田ゆり子、Yuriko Ishida,日本,日本爱知县名古屋市,《101次求婚》、《小孤岛大医生》,天秤座,第29届(2006)最佳女配角提名,163cm,actor
p156,让-巴蒂斯特·莫尼耶,演员，歌手,1990年12月22日,Jean·Baptiste Maunier,法国,法国瓦尔省布里尼奥勒,《放牛班的春天》、《Concerto Pour Deux Voix》,摩羯座,null,195cm,actor
p157,史蒂夫·卡瑞尔,演员,1962年8月16日,Steve Carell,美国,美国马萨诸塞州康科德市,神偷奶爸、冒牌天神2、办公室、疯狂愚蠢的爱、丹的真实生活,狮子座,第87届奥斯卡金像奖最佳男主角奖（提名）,175cm,actor
p158,童孝熙,演员,null,Hyo-hee Dong,null,null,《茶和毒药》，《爱，回家》,null,null,null,actor
p159,黛安·韦斯特,演员,1948年3月28日,Dianne Wiest,美国,美国密苏里州堪萨,《开罗紫玫瑰》《汉娜姐妹》《温馨家庭《子弹横飞百老汇》等,null,二次获得奥斯卡奖提名、二次获得奥斯卡最佳女配角奖,null,actor
p160,苏菲·玛索,演员、导演、编剧,1966年11月17日,Sophie Marceau,法国,法国巴黎,初吻、勇敢的心、芳芳、云上的日子、当爱变成习惯,天蝎座,第8届恺撒奖最佳新人女演员、第26届蒙特利尔电影节最佳导演奖,173cm,actor
p161,基努·里维斯,演员、制作人、导演,1964年9月2日,Keanu Charles Reeves,加拿大、美国、英国,黎巴嫩贝鲁特,《终极豪情》、《生死时速》、《太极侠》、《黑客帝国》系列、《疾速追杀》,处女座,第1届MTV电影奖最性感男演员、第4届MTV电影奖最佳银幕搭档、第9届MTV电影奖最佳男演员,185cm,actor
p162,凯文·科斯特纳,导演、演员、制片人,1955年1月18日,Kevin Costner,美国,美国加利福尼亚州洛杉矶,与狼共舞、完美世界、保镖、刺杀肯尼迪,摩羯座,第63届奥斯卡金像奖最佳导演奖、第63届奥斯卡金像奖最佳影片奖、第41届柏林国际电影节艺术杰出成就奖、第48届美国电影电视金球奖最佳导演奖,185cm,actor
p163,阿米尔·汗,演员，导演，制片人,1965年3月14日,Aamir Hussain Khan，عامر حسسیں خان,印度共和国,印度孟买,印度往事、三傻大闹宝莱坞、地球上的星星、幻影车神、我的个神啊、摔跤吧！爸爸、神秘巨星等,双鱼座,2002年，奥斯卡最佳外语片提名、2003年，Padma Shri奖、2010年 Padma Bhushan奖,168cm,actor
p164,塔拉吉·P·汉森,演员,1970-09-11,Taraji P. Henson,null,华盛顿,疑犯追踪，嘻哈帝国，本杰明·巴顿奇事,处女座,null,null,actor
p165,休·杰克曼,演员,1968年10月12日,Hugh Jackman/Hugh Michael Jackman,澳大利亚,澳大利亚-悉尼,《范海辛》、《X战警》系列、《金刚狼》系列、《悲惨世界》,天秤座,第70届金球奖音乐喜剧类最佳男主角奖、第85届奥斯卡金像奖最佳男主角提名、第66届英国电影学院奖最佳男主角提名、第61届圣塞巴斯蒂安国际电影节终生成就奖、第58届托尼奖最佳音乐剧男主角奖,188cm,actor
p166,李·范·克里夫,演员,1925年1月9日,Lee Van Cleef,美国,美国新泽西,迅雷禁区 纽约大逃亡 黄昏双镖客,null,奥斯卡金像奖最佳男主角,null,actor
p167,爱德华·阿斯纳,演员,1929年11月15日,Edward Asner,美国,美国，密苏里州，堪萨斯城,《玛丽·泰勒·穆尔秀》、《卢·格兰特》,天蝎座,飞屋环游记,null,actor
p168,杰拉德·巴特勒,演员，制片人,1969年11月13日,Gerard Butler,英国,苏格兰格拉斯哥,《斯巴达300》、《守法公民》、《歌剧魅影》等,天蝎座,null,188cm,actor
p169,伊尔凡·可汗,演员,1967年01月07日,Irrfan Khan/Sahabzade Irrfan Ali Khan,印度,印度-拉贾斯坦邦-斋浦尔,少年派的奇幻漂流、侏罗纪世界、午餐盒、坚强的心、地铁人生、同名同姓、起跑线,摩羯座,2011年 Padma Shri奖、2008年演员工会奖、Stardust 最佳男配角奖(提名)、2007年 Filmfare 最佳男配角奖、2003年 Filmfare 最佳反派奖、、2014年 第8届亚洲电影大奖 最佳男主角,183cm,actor
p170,迈克尔·凯恩,null,1994-02-18,Michael Cain,英格兰,英格兰,null,null,null,null,actor
p171,柳承龙,电影演员,1970年11月29日,류승룡,韩国,韩国忠清南道舒川,7号房的礼物、最终兵器、我妻子的一切、光海，成为王的男人,射手座,韩国青龙电影奖 最佳男配角奖、韩国电影大钟奖 最佳男配角奖、韩国百想艺术大赏电影部门 大奖、韩国釜日电影奖 最佳男配角奖、韩国电影大钟奖 最佳男主角奖,175CM,actor
p172,田中裕子,演员,1955年4月29日,たなか ゆうこ、Yûko Tanaka,日本,日本大阪府池田市,北斋漫画、天城山奇案、阿信、夜叉、萤火虫、火火、何时是读书天、苍穹之昴,金牛座,第5届日本电影学院奖最佳女配角、新人奖、第7届蒙特利尔国际电影节最佳女演员奖、第15届日本电影专业大奖最佳女主角奖、第15届日本评论家电影大奖最佳女主角奖、第15届中国金鸡百花电影节国际影展观众最喜爱的外国女演员、、第26届日本电影蓝丝带奖最佳女主角奖、第30届日本报知电影奖最佳女主角奖 、第60届日本每日映画大奖最佳女主角奖,160cm,actor
p173,孔刘,演员,1979年7月10日,공유（韩文）Gong Yoo（英文）,韩国,釜山广域市,熔炉、釜山行、孤单又灿烂的神-鬼怪,巨蟹座,第53届百想艺术大赏电视部门最佳男演员奖、第5届美国DramaFever大奖最佳男演员奖、2011年韩国青龙电影奖最高人气奖、2007年MBC演技大赏优秀男演员奖、2006年MBC演技大赏迷你剧演技奖、、2003年SBS演技大赏新人奖、2018年福布斯韩国名人榜”第24位 ,184cm,actor
p174,艾莉丝·布拉加,演员,1983年4月15号,Alice Braga,巴西,圣保罗,null,白羊座,null,null,actor
p175,杰夫·格尔林,演员、制片人、导演、编剧,1962-06-05,Jeff Garland,美国,伊利诺伊州芝加哥,null,双子座,null,null,actor
p176,杰森·席格尔,演员，编剧，制片人,1980年1月18日,Jason Segel,美国,美国加利福尼亚州洛杉矶,《老爸老妈的浪漫史》，《布偶大电影》,null,2000年获得青年艺人大奖电视剧最佳年轻演员群戏的提名,1.93m,actor
p177,埃琳诺·帕克,演员,1922年6月26日,Eleanor Parker,美国,美国，俄亥俄州，Cedarville,笼困、铁窗红泪等,巨蟹座,第15届威尼斯国际电影节最佳女演员奖,null,actor
p178,比尔·努恩,演员 /制片,1953年10月20日,Bill Nunn,美国,美国宾夕法尼亚州匹兹堡,《海上钢琴师》、《修女也疯狂》,天秤座,《海上钢琴师》、《堕落天使》、《修女也疯狂》等,null,actor
p179,蒂兹亚娜·罗达托,演员,1976-11-10,Tiziana Lodato,意大利,null,内陆、荣誉与崇敬,天蝎座,null,null,actor
p180,梁朝伟,演员、歌手,1962年6月27日,Tony Leung Chiu Wai,中国,中国香港,花样年华、无间道、重庆森林、色·戒、悲情城市、春光乍泄、2046、海上花、英雄、赤壁、一代宗师,巨蟹座,第53届戛纳国际电影节最佳男演员、获得五届香港电影金像奖最佳男主角、获得三届台湾电影金马奖最佳男主角、获得三届香港电影金紫荆奖最佳男主角、获得两届香港电影金像奖最佳男配角、、第02届亚洲电影大奖最佳男主角、第11届香港电影评论学会大奖最佳男主角、担任第64届柏林国际电影节主单元评委、获得十一届香港电影金像奖最佳男主角提名、获得七届台湾电影金马奖最佳男主角提名、获得两届十大劲歌金曲最受欢迎国语歌曲奖、获得两届华语电影传媒大奖最受欢迎男演员、第01届华语电影传媒大奖最佳男主角、法国艺术与文学军官勋章等,174cm,actor
p181,加布里埃尔·安瓦尔,舞蹈演员、制片人,1970年2月4日,Gabrielle Anwar,英格兰,德尔塞克斯郡,猪与珠、闻香识女人、小生护驾、豪情三剑客,水瓶座,1993年曾被Am国《人物》杂志评作全球最漂亮的50位人物之一。,null,actor
p182,伊恩·麦克莱恩,演员，编剧，制片,1939年5月25日,Ian McKellen,null,英国，米尔敦,《指环王》系列，《霍比特人》系列,双子座,第56届柏林国际电影节终身成就金熊奖、第54届美国电影电视金球奖电视类-最佳男配角,null,actor
p183,马特·达蒙,演员，制片，编剧，导演,1970年10月8日,Matt Damon,美国,美国马萨诸塞州波士顿剑桥市,心灵捕手、天才雷普利、极乐空间、谍影重重系列、无间行者、火星救援、长城,天秤座,第70届奥斯卡最佳原创剧本奖第70届奥斯卡最佳男主角提名、第82届奥斯卡最佳男配角提名、第88届奥斯卡最佳男主角提名,5英尺10英寸(178cm),actor
p184,岛本须美,声优、演员,1954年12月8日,島本 須美（しまもと すみ，Shimamoto Sumi）,日本,日本高知县,《风之谷》娜乌西卡、《相聚一刻》音无响子,射手座,null,null,actor
p185,杰克·吉伦哈尔,演员、制片,1980年12月19日,Jake Gyllenhaal,美国,"美国,加利福尼亚州,洛杉矶",《死亡幻觉》《后天》《断背山》《爱情与灵药》《源代码》《夜行者》《夜行动物》,射手座,第78届奥斯卡金像奖最佳男配角提名、两届美国电影金球奖最佳男主角提名、第59届英国电影学院奖最佳男配角获奖、两届英国电影学院奖最佳男主角提名,183cm,actor
p186,郑镇荣,演员,1964年10月16日,정진영 /Jin-yeong Jeong,韩国,首尔,王的男人、风之国、BRAIN、江南1970,天秤座,第19届韩国青龙电影奖最佳男配角奖、第36届韩国电影大钟奖最佳男配角奖、第42届韩国百想艺术大赏电影类奖项-最佳男演员奖提名、2008KBS演技大赏迷你剧类男子优秀演技赏、第33届韩国黄金摄影奖最佳男演员、、2011KBS演技大赏迷你剧类男子优秀演技赏,173cm,actor
p187,瑞安·雷诺兹,演员,1976年10月23日,Ryan Reynolds,加拿大,加拿大不列颠哥伦比亚省温哥华,《假结婚》《活埋》《死侍》《疯狂原始人》,天秤座,第25届西班牙戈雅奖最佳男演员提名、MTV电影奖最佳喜剧表演、人民选择奖最受欢迎电影超级英雄、土星奖最佳男主角提名、第43届人民选择奖最受喜爱电影男演员,188cm,actor
p188,后藤弘树,声优,1985年11月16日,後藤 ヒロキ（ごとう ヒロキ，Gotou Hiroki）,日本,日本埼玉县,null,天蝎座,null,175cm,actor
p189,克尔斯滕·邓斯特,演员,1982年4月30日,Kirsten Dunst,美国、德国,美国新泽西州波因特普莱森特,夜访吸血鬼、冰血暴第二季、蜘蛛侠3,金牛座,第64届戛纳国际电影节最佳女演员奖,170CM,actor
p190,金智英,演员，电台DJ，音乐制作人,1974年9月7日,김지영,韩国,首尔,《番茄》，《孪生兄妹》，《北京我的爱》,处女座,2006SBS演技大赏演技奖、第二十九届青龙电影节最佳女配角,163cm,actor
p191,朱茵,演员，歌手,1971年10月25日,Athena Chu,中国,香港,大话西游之大圣娶亲、射雕英雄传、萧十一郎、雪山飞狐、逃学威龙2,天蝎座,92年香港演艺学院之最佳女演员奖、94年壹电视十大最受欢迎电视艺人、第39届国际艾美奖最佳女演员提名、第36届金马奖最佳女主角提名,160CM,actor
p192,坂本千夏,声优,1959年8月17日,坂本 千夏（さかもと ちか，Sakamoto Chika）,日本,日本东京都,《数码兽大冒险》亚古兽、《数码兽组合战争》高吼兽,狮子座,null,154cm,actor
p193,俞承豪,演员,1993年8月17日,"유승호,Yoo Seung Ho,ユ・スンホ",韩国,韩国仁川市,《不是机器人》、《君主-假面的主人》、《Remember》、《想你》、《武士白东秀》、《善德女王》,狮子座,2017年MBC演技大赏最优秀演技奖、2016年SBS演技大赏优秀演技奖、2009年MBC演技大赏新人奖、2007年SBS演技大赏最佳青少年演技奖、2005年KBS演技大赏最佳青少年演技奖、、20s Choice年轻男艺人大赏、韩国电影大赏最佳童星奖,175cm,actor
p194,范·迪塞尔,演员/制片/编剧/导演,1967年7月18日,Vin Diesel,美国,美国，纽约,《星际传奇》、《极限特工》、《速度与激情》系列电影,巨蟹座,2015年居福布斯全球演员富豪榜排名第三位,6  (1.8288 ) 约合183厘米,actor
p195,艾丽莎·奈特,演员、配音,1975年4月15日,Elissa Knight,美国,美国加利福尼亚州圣克鲁斯,null,白羊座,null,null,actor
p196,刘德华,演员，歌手，填词人，制片人,1961年9月27日,Andy Lau，Lau Tak Wah,中国,香港新界大埔镇泰亨村,无间道、天若有情、旺角卡门、桃姐、天下无贼、忘情水、谢谢你的爱、爱你一万年、冰雨、今天,天秤座,三届香港电影金像奖最佳男主角、两届台湾电影金马奖最佳男主角、1985-2005年全港最高累积票房香港男演员奖、中国电影百年形象大使、釜山电影节亚洲最有贡献电影人奖、、六届十大劲歌金曲最受欢迎男歌星、两届ChannelV亚洲最受欢迎歌手、世界十大杰出青年香港特别行政区荣誉勋章佩戴者、吉尼斯世界纪录中获奖最多的香港男歌手,174cm,actor
p197,倍赏千惠子,影视演员，歌手,1941年6月29日,ばいしょう　ちえこ　Baishou chieko,日本,日本东京都,《寅次郎的故事》、《幸福的黄手帕》、《远山的呼唤》《车站》,巨蟹座,蒙特利尔国际电影节特别奖、日本电影艺术科学院女主角奖、电影旬报、每日电影最佳女主角奖、田中绢代奖、东京动画最佳配音奖、、文部大臣奖-她是日本影坛第四位获此殊荣的人,null,actor
p198,陈冲,演员、导演、编剧,1961年4月26日,Joan Chen,美国,上海,小花、红玫瑰与白玫瑰、末代皇帝、意、诱僧,金牛座,两届台湾电影金马奖最佳女主角 第35届台湾电影金马奖最佳导演、第3届大众电影百花奖最佳女主角、第1届香港电影评论学会大奖最佳女主角、第2届亚洲电影大奖最佳女配角、、第8届华语电影传媒大奖最佳女配角、第5届电影频道传媒大奖最受关注女演员、澳大利亚电影学院最佳女主角、第27届夏威夷国际电影节表演成就奖、柏林国际电影节主单元评委、奥斯卡终身评委,165cm,actor
p199,约翰尼·德普,演员，音乐人，制片，编剧，导演，画家,1963年6月9日,Johnny Depp,美国,"美国,肯塔基州,欧文斯伯勒",《剪刀手爱德华》《加勒比海盗》《寻找梦幻岛》《理发师陶德》《爱丽丝梦游仙境》,双子座,第76届奥斯卡奖最佳男主角提名、第77届奥斯卡奖最佳男主角提名、第80届奥斯卡奖最佳男主角提名、第65届美国电影金球奖最佳男主角、第24届荣誉凯撒奖、第43届人民选择奖最受喜爱电影偶像,178cm,actor
p200,秦岚,演员、歌手,1981年7月17日,Qin Lan,中国,辽宁省沈阳市沈河区,延禧攻略、又见一帘幽梦、绣娘兰馨、还珠格格3、大唐女将樊梨花、非缘勿扰、咱们相爱吧,巨蟹座,第二届星光大典内地年度最受欢迎女演员 第三届英国万像国际华语电影节最具潜力女演员奖 第七届亚洲电影节“最佳女配角”提名 第七届中国金鹰电视艺术节“最佳女演员奖”提名,165cm,actor
p201,永井一郎,声优、演员,1931年5月10日,永井 一郎（ながい いちろう，Nagai Ichirō）,日本,日本大阪府池田市,《海螺小姐》矶野波平,金牛座,null,160cm,actor
p202,亚美莉卡·费雷拉,演员，制片,1984年4月18日,America Ferrera,美国,美国加州洛杉矶,《丑女贝蒂》、《牛仔裤的夏天》、《狗镇议员》,白羊座,2007年美国金球奖喜剧或音乐电视剧最佳女演员奖、2007年黄金时段艾美奖喜剧电视剧最佳女主角奖,155cm,actor
p203,毕克,上海电影译制厂配音演员、导演,1931年7月21日,null,中华人民共和国,山东济南（祖籍山东平阴）,《音乐之声》，《尼罗河上的惨案》，《追捕》，,null,《远山的呼唤》（兼主配）获文化部1981年优秀译制片奖、《谜中之谜》（兼主配）获1989年广播电影电视部优秀译制片奖,null,actor
p204,塔布,null,null,null,null,null,null,null,null,null,actor
p205,渡边谦,演员,1959年10月21日,Ken Watanabe,日本,日本新泻县,《蒲公英》《Taiga》《最后的武士》《愤怒》,天秤座,亚洲沃克电影奖最佳男配角、美国《时代》封面人物,184cm,actor
p206,弗朗索瓦·克鲁塞,演员,1955-09-21,François Cluzet,法国,法国巴黎,不可告人  触不可及,处女座,第24届东京国际电影节主竞赛单元-最佳男演员奖、第32届凯撒奖-最佳男演员、第25届欧洲电影奖-最佳男演员（提名）,1.74m,actor
p207,维拉·法梅加,演员,1973年8月6日,Vera Farmiga,美国,美国新泽西州,在云端，贝茨旅馆,狮子座,null,171cm,actor
p208,里克·奥巴瑞,社会活动家、海豚训练师、影人,1939-10-14,Richard O'Barry,美国,null,《死亡之喉》、《大螃蟹》、《海豚湾》,天秤座,冒死揭露日本屠杀海豚行径，在全世界范围内掀起了保护海豚热潮、开辟并革新了海豚驯养业,null,actor
p209,木村拓哉,演员、歌手,1972年11月13日,木村拓哉、きむらたくや、,日本,日本东京,悠长假期、恋爱世纪、美丽人生、律政英雄、GoodLuck!!,天蝎座,《ANAN》15年连续最受欢迎男性、日剧学院赏获最佳男主角次数最多,176cm,actor
p210,王祖贤,演员、歌手,1967年1月31日,Joey Wong,中国,台湾省台北市,倩女幽魂、青蛇、美丽上海、游园惊梦、东方不败风云再起、赌神,水瓶座,西班牙锡切斯奇幻电影节影后、香港电影金像奖最佳女主角提名、九十年代香港影坛四大花旦之一、1991年台湾十佳女明星、90年日本十大外国女明星第一位、、日本《Road Show》杂志最受欢迎外籍艺人,172cm,actor
p211,尹秀晶,演员,1944年7月22日,윤소정,韩国,null,套索,巨蟹座,韩国电影大钟奖第38届最佳女配角奖,null,actor
p212,瑞秋·麦克亚当斯,演员,1978年11月17日,Rachel McAdams,加拿大,"加拿大,安大略省,伦敦",《贱女孩》《恋恋笔记本》《大侦探福尔摩斯》《午夜巴黎》《时空恋旅人》,天蝎座,null,163cm,actor
p213,露塞尔·沃特森,演员,null,null,null,null,null,null,null,null,actor
p214,路易·西霍尤斯,演员,null,null,null,null,《竞速灭绝》,null,null,null,actor
p215,凯特·温丝莱特,演员,1975年10月5日,Kate Winslet,英国,英国伯克郡雷丁,泰坦尼克号、生死朗读、美丽心灵的永恒阳光、理智与情感、罪孽天使、革命之路、欲海情魔,天秤座,奥斯卡奖最佳女主角、金球奖最佳女主角、最佳女配角、艾美奖最佳女主角、法国电影凯撒奖荣誉奖、英国电影学院奖最佳女主角、最佳女配角、欧洲电影奖最佳女主角、美国演员工会奖最佳女主角,169cm,actor
p216,巩俐,演员,1965年12月31日,Gong Li,新加坡,辽宁省沈阳市,红高粱、霸王别姬、秋菊打官司、大红灯笼高高挂、活着、菊豆、荆轲刺秦王、漂亮妈妈、归来,摩羯座,两届大众电影百花奖最佳女主角、两届中国电影金鸡奖最佳女主角、第26届香港电影金像奖最佳女主角、第49届威尼斯国际电影节最佳女演员、第24届蒙特利尔国际电影节最佳女演员、、第02届瓦尔纳国际电影节最佳女演员、第12届中国长春电影节最佳女主角、第12届香港电影金紫荆奖最佳女主角、两届上海影评人协会奖最佳女主角、第06届中国电影导演协会最佳女主角、第13届香港电影评论学会大奖最佳女主角、第43届柏林国际电影节金摄影机奖、第57届戛纳国际电影节特别大奖、第24届蒙特利尔国际电影节艺术成就奖、第59届威尼斯国际电影节评委会主席、第50届柏林国际电影节评委会主席、第17届上海国际电影节评委会主席、第16届东京国际电影节评委会主席 、联合国促进和平艺术家、法国艺术及文学勋章司令勋位,169cm,actor
p217,龟山助清,演员,null,Sukekiyo Kameyama,null,null,《Miduumi》,null,null,null,actor
p218,张曼玉,演员、歌手,1964年9月20日,Maggie Cheung,中国,中国香港,花样年华、甜蜜蜜、阮玲玉、阿飞正传、英雄、青蛇、新龙门客栈、清洁,处女座,五届香港电影金像奖最佳女主角、四届台湾电影金马奖最佳女主角、第42届柏林国际电影节最佳女演员、第57届戛纳国际电影节最佳女演员、第28届芝加哥国际电影节最佳女演员、、第22届德班国际电影节最佳女演员、第02届香港电影金紫荆奖最佳女主角、第01届华语电影传媒大奖最佳女主角、第03届香港电影评论学会大奖最佳女主角、第42届亚太电影节最佳女主角、第08届都灵国际电影节评审团特别奖、第10届上海国际电影节杰出贡献奖、第29届蒙特利尔国际电影节艺术成就奖、第47届柏林国际电影节主单元评委 、第60届戛纳国际电影节主单元评委 、第56届威尼斯国际电影节主单元评委 ,168cm,actor
p219,奥利维娅·德哈维兰,演员,1916年7月1日,Olivia de Havilland,美国,日本，东京,乱世佳人、风流种子、女继承人,巨蟹座,第19届奥斯卡金像奖最佳女主角、第22届奥斯卡金像奖最佳女主角、第12/14/21届奥斯卡最佳女主角提名,163cm,actor
p220,糸井重里,散文家,1948年11月10日,null,日本,null,《成为噢想》,null,再见企鹅(汤村画的绘本)辉彦昴书房 1976.7,null,actor
p221,伊丽莎白·麦戈文,演员,1961年7月18日,Elizabeth McGovern,美国,伊利诺斯州埃文斯顿,拉格泰姆舞曲、美国往事、唐顿庄园,巨蟹座,第54届奥斯卡金像奖最佳女配角提名、第69届金球奖迷你剧/电视电影最佳女主角提名,175cm,actor
p222,寺田农,演员、声优,1942-11-07,Minori Terada,日本,东京,null,天蝎座,null,null,actor
p223,卡兰·麦克奥利菲,演员,1995年1月24日,Callan McAuliffe,null,澳大利亚悉尼,《怦然心动》、《关键第4号》,水瓶座,null,178cm,actor
p224,凯拉·奈特莉,演员,1985年3月26日,Keira Knightley,英国,"英国,英格兰,密德塞克斯郡,特丁顿",《加勒比海盗》《傲慢与偏见》《赎罪》《安娜·卡列尼娜》《模仿游戏》,白羊座,第78届奥斯卡奖最佳女主角提名、第87届奥斯卡奖最佳女配角提名、第63届金球奖最佳女主角提名、第65届金球奖最佳女主角提名、第72届金球奖最佳女配角提名,170cm,actor
p225,鹫尾真知子,演员,1949年6月2日,null,null,神奈川县,大奥,null,null,null,actor
p226,汤姆·汉克斯,演员，制片人，导演，编剧,1956年7月9日,Tom Hanks,美国,"美国,加利福尼亚州,康科德",《阿甘正传》《费城故事》《西雅图不眠夜》《荒岛余生》《拯救大兵瑞恩》,巨蟹座,两届奥斯卡最佳男主角、四届金球奖最佳男主角、美国电影学会奖终身成就奖、美国演员工会奖最佳男主角、柏林国际电影节最佳男主角、第43届人民选择奖最受喜爱剧情电影男演员,183cm,actor
p227,郑佩佩,影视演员,1946年1月6日,Pei-Pei Cheng,美国,上海,《大醉侠》、《金燕子》、《卧虎藏龙》《唐伯虎点秋香》,null,第20届香港电影金像奖最佳女配角、1964年获国际制片人协会金武士奖、1969年被报界评选为“武侠影后”,null,actor
p228,午马,演员、导演,1942年5月28日,Wu Ma,中华人民共和国,天津市,游侠儿、鹰王、怒剑狂刀、倩女幽魂,双子座,第24届台湾电影金马奖最佳男配角、第15届上海国际电影节电影频道传媒大奖最佳男主角、第20届华鼎奖中国电影终身荣誉奖,168cm,actor
p229,罗伯托·贝尼尼,演员、编剧、导演、制片人,1952年10月27日,Roberto Remigio Benigni,意大利,意大利托斯卡纳区,不法之徒、美丽人生,null,意大利电影新闻记者协会最佳男演员银丝带奖、第51届戛纳国际电影节评委会大奖,null,actor
p230,李顺才,演员、教授,1934年11月16日（阴历十月初十）,이순재,韩国,朝鲜咸境北道会宁市,爱情是什么、澡堂老板家的男人们、无法阻挡的highkick,null,1992年作为国会议员从政、担任韩国放送演技者协会会长职务,165cm,actor
